Frequency,Monetary,Discount_impact,Years_active,Avg_quater,Avg_month,Recency,Customer_tenure,AOV,Churn_indicator,CLV,Gender_Female,Gender_Male,Cluster,Customer_id,Transaction_date,Product_category,City,Country,Rating,Age,Gender,Group,Stimulated_Frequency,Stimulated_Monetary
0.9999999999999999,1.0,0.6701837057990592,4,0.5833333333333333,0.5909090909090909,0.04287445241867832,0.8895833333333334,0.6779110949693566,1,0.9999999999999999,0,1,7,104,2023-11-15,Garden,Berlin,Germany,2,62,Male,Control,0.9999999999999999,1.0
0.9999999999999999,1.0,0.6701837057990592,4,0.5833333333333333,0.5909090909090909,0.04287445241867832,0.8895833333333334,0.6779110949693566,1,0.9999999999999999,0,1,7,104,2020-07-05,Health,Berlin,Germany,2,62,Male,Treatment,1.1999999999999997,1.15
0.8333333333333334,0.9842670684772468,0.5535745224620072,3,0.3333333333333333,0.3787878787878788,0.45763817690371883,0.6555555555555556,0.8072633450140047,1,0.8099864525828839,0,1,1,105,2021-06-12,Shoes,Mexico City,Mexico,3,49,Male,Treatment,1.0,1.1319071287488336
0.8333333333333334,0.9842670684772468,0.5535745224620072,3,0.3333333333333333,0.3787878787878788,0.45763817690371883,0.6555555555555556,0.8072633450140047,1,0.8099864525828839,0,1,1,105,2022-08-27,Electronics,Mexico City,Mexico,3,49,Male,Control,0.8333333333333334,0.9842670684772468
0.8333333333333334,0.9842670684772468,0.5535745224620072,3,0.3333333333333333,0.3787878787878788,0.45763817690371883,0.6555555555555556,0.8072633450140047,1,0.8099864525828839,0,1,1,105,2021-03-09,Sports,Mexico City,Mexico,3,49,Male,Control,0.8333333333333334,0.9842670684772468
0.8333333333333334,0.9842670684772468,0.5535745224620072,3,0.3333333333333333,0.3787878787878788,0.45763817690371883,0.6555555555555556,0.8072633450140047,1,0.8099864525828839,0,1,1,105,2020-12-06,Outdoors,Mexico City,Mexico,1,49,Male,Control,0.8333333333333334,0.9842670684772468
0.8333333333333334,0.9842670684772468,0.5535745224620072,3,0.3333333333333333,0.3787878787878788,0.45763817690371883,0.6555555555555556,0.8072633450140047,1,0.8099864525828839,0,1,1,105,2020-01-26,Tools,Mexico City,Mexico,2,49,Male,Control,0.8333333333333334,0.9842670684772468
0.8333333333333334,0.9842670684772468,0.5535745224620072,3,0.3333333333333333,0.3787878787878788,0.45763817690371883,0.6555555555555556,0.8072633450140047,1,0.8099864525828839,0,1,1,105,2022-01-19,Toys,Mexico City,Mexico,3,49,Male,Treatment,1.0,1.1319071287488336
0.33333333333333337,0.4045492045155069,0.29324353155990157,3,0.1111111111111111,0.1818181818181818,0.32249044645353714,0.6791666666666667,0.675123265291434,1,0.3809471348210383,1,0,0,107,2020-05-16,Games,Sydney,Australia,2,80,Female,Control,0.33333333333333337,0.4045492045155069
0.33333333333333337,0.4045492045155069,0.29324353155990157,3,0.1111111111111111,0.1818181818181818,0.32249044645353714,0.6791666666666667,0.675123265291434,1,0.3809471348210383,1,0,0,107,2023-01-19,Books,Sydney,Australia,2,80,Female,Control,0.33333333333333337,0.4045492045155069
0.33333333333333337,0.4045492045155069,0.29324353155990157,3,0.1111111111111111,0.1818181818181818,0.32249044645353714,0.6791666666666667,0.675123265291434,1,0.3809471348210383,1,0,0,107,2021-03-20,Electronics,Sydney,Australia,1,80,Female,Treatment,0.4,0.4652315851928329
0.0,0.1066342306862714,0.11254175818385972,1,0.3333333333333333,0.2727272727272727,0.9143443004939882,0.0,0.8648634994144625,1,0.0,1,0,4,108,2021-04-24,Grocery,Mexico City,Mexico,2,77,Female,Control,0.0,0.1066342306862714
0.33333333333333337,0.4071003215486948,0.16005043301889216,3,0.4444444444444445,0.48484848484848486,0.06617578525491657,0.65625,0.6820202625956423,1,0.3700414702960076,0,1,1,109,2021-03-20,Electronics,Dubai,United Arab Emirates,3,87,Male,Control,0.33333333333333337,0.4071003215486948
0.33333333333333337,0.4071003215486948,0.16005043301889216,3,0.4444444444444445,0.48484848484848486,0.06617578525491657,0.65625,0.6820202625956423,1,0.3700414702960076,0,1,1,109,2023-10-21,Home,Dubai,United Arab Emirates,4,87,Male,Control,0.33333333333333337,0.4071003215486948
0.33333333333333337,0.4071003215486948,0.16005043301889216,3,0.4444444444444445,0.48484848484848486,0.06617578525491657,0.65625,0.6820202625956423,1,0.3700414702960076,0,1,1,109,2022-06-24,Movies,Dubai,United Arab Emirates,4,87,Male,Control,0.33333333333333337,0.4071003215486948
0.8333333333333334,0.7824855166167386,0.39129768343159604,4,0.4444444444444445,0.4545454545454545,0.17709012955541054,0.8680555555555556,0.5345030597906536,1,0.8686992792766579,0,1,7,110,2020-07-24,Outdoors,Lagos,Nigeria,4,73,Male,Treatment,1.0,0.8998583441092494
0.8333333333333334,0.7824855166167386,0.39129768343159604,4,0.4444444444444445,0.4545454545454545,0.17709012955541054,0.8680555555555556,0.5345030597906536,1,0.8686992792766579,0,1,7,110,2022-02-18,Tools,Lagos,Nigeria,5,73,Male,Control,0.8333333333333334,0.7824855166167386
0.8333333333333334,0.7824855166167386,0.39129768343159604,4,0.4444444444444445,0.4545454545454545,0.17709012955541054,0.8680555555555556,0.5345030597906536,1,0.8686992792766579,0,1,7,110,2020-01-21,Clothing,Lagos,Nigeria,1,73,Male,Treatment,1.0,0.8998583441092494
0.8333333333333334,0.7824855166167386,0.39129768343159604,4,0.4444444444444445,0.4545454545454545,0.17709012955541054,0.8680555555555556,0.5345030597906536,1,0.8686992792766579,0,1,7,110,2021-09-10,Jewelry,Lagos,Nigeria,1,73,Male,Treatment,1.0,0.8998583441092494
0.8333333333333334,0.7824855166167386,0.39129768343159604,4,0.4444444444444445,0.4545454545454545,0.17709012955541054,0.8680555555555556,0.5345030597906536,1,0.8686992792766579,0,1,7,110,2023-06-24,Baby,Lagos,Nigeria,2,73,Male,Control,0.8333333333333334,0.7824855166167386
0.8333333333333334,0.7824855166167386,0.39129768343159604,4,0.4444444444444445,0.4545454545454545,0.17709012955541054,0.8680555555555556,0.5345030597906536,1,0.8686992792766579,0,1,7,110,2022-11-11,Kids,Lagos,Nigeria,1,73,Male,Treatment,1.0,0.8998583441092494
0.0,0.06376292111478013,0.06657646573400526,1,0.0,0.0,0.9972970453909962,0.0,0.5171531011506315,1,0.0,1,0,4,111,2021-01-25,Electronics,Sydney,Australia,2,24,Female,Control,0.0,0.06376292111478013
0.16666666666666666,0.26433361456732796,0.20641175745054685,2,0.49999999999999994,0.5454545454545454,0.4380650573212787,0.3402777777777778,0.7580091708591,1,0.1353361320499786,0,1,5,112,2021-05-15,Beauty,Johannesburg,South Africa,1,44,Male,Control,0.16666666666666666,0.26433361456732796
0.16666666666666666,0.26433361456732796,0.20641175745054685,2,0.49999999999999994,0.5454545454545454,0.4380650573212787,0.3402777777777778,0.7580091708591,1,0.1353361320499786,0,1,5,112,2022-09-17,Health,Johannesburg,South Africa,2,44,Male,Treatment,0.19999999999999998,0.3039836567524271
0.9999999999999999,1.0,0.750400159981719,3,0.4666666666666666,0.4636363636363636,0.008388479821045736,0.9534722222222223,0.6108767754279488,0,0.9999999999999999,1,0,0,113,2023-06-19,Automotive,Beijing,China,3,70,Female,Treatment,1.1999999999999997,1.15
0.9999999999999999,1.0,0.750400159981719,3,0.4666666666666666,0.4636363636363636,0.008388479821045736,0.9534722222222223,0.6108767754279488,0,0.9999999999999999,1,0,0,113,2023-12-22,Outdoors,Beijing,China,5,70,Female,Treatment,1.1999999999999997,1.15
0.9999999999999999,1.0,0.750400159981719,3,0.4666666666666666,0.4636363636363636,0.008388479821045736,0.9534722222222223,0.6108767754279488,0,0.9999999999999999,1,0,0,113,2023-01-25,Computers,Beijing,China,4,70,Female,Control,0.9999999999999999,1.0
0.9999999999999999,1.0,0.750400159981719,3,0.4666666666666666,0.4636363636363636,0.008388479821045736,0.9534722222222223,0.6108767754279488,0,0.9999999999999999,1,0,0,113,2020-03-19,Movies,Beijing,China,1,70,Female,Control,0.9999999999999999,1.0
0.9999999999999999,1.0,0.750400159981719,3,0.4666666666666666,0.4636363636363636,0.008388479821045736,0.9534722222222223,0.6108767754279488,0,0.9999999999999999,1,0,0,113,2021-09-19,Tools,Beijing,China,4,70,Female,Treatment,1.1999999999999997,1.15
0.9999999999999999,1.0,0.750400159981719,3,0.4666666666666666,0.4636363636363636,0.008388479821045736,0.9534722222222223,0.6108767754279488,0,0.9999999999999999,1,0,0,113,2021-07-13,Baby,Beijing,China,3,70,Female,Control,0.9999999999999999,1.0
0.9999999999999999,1.0,0.750400159981719,3,0.4666666666666666,0.4636363636363636,0.008388479821045736,0.9534722222222223,0.6108767754279488,0,0.9999999999999999,1,0,0,113,2023-05-25,Clothing,Beijing,China,2,70,Female,Control,0.9999999999999999,1.0
0.9999999999999999,1.0,0.750400159981719,3,0.4666666666666666,0.4636363636363636,0.008388479821045736,0.9534722222222223,0.6108767754279488,0,0.9999999999999999,1,0,0,113,2021-10-01,Kids,Beijing,China,4,70,Female,Control,0.9999999999999999,1.0
0.9999999999999999,1.0,0.750400159981719,3,0.4666666666666666,0.4636363636363636,0.008388479821045736,0.9534722222222223,0.6108767754279488,0,0.9999999999999999,1,0,0,113,2021-04-24,Beauty,Beijing,China,4,70,Female,Control,0.9999999999999999,1.0
0.9999999999999999,1.0,0.750400159981719,3,0.4666666666666666,0.4636363636363636,0.008388479821045736,0.9534722222222223,0.6108767754279488,0,0.9999999999999999,1,0,0,113,2023-04-23,Automotive,Beijing,China,1,70,Female,Treatment,1.1999999999999997,1.15
0.33333333333333337,0.4049822517252384,0.25437706647134795,3,0.4444444444444445,0.3939393939393939,0.1528567434057228,0.48125,0.6762940173185884,1,0.27017747103265977,0,1,1,114,2022-01-04,Jewelry,Los Angeles,United States,5,79,Male,Control,0.33333333333333337,0.4049822517252384
0.33333333333333337,0.4049822517252384,0.25437706647134795,3,0.4444444444444445,0.3939393939393939,0.1528567434057228,0.48125,0.6762940173185884,1,0.27017747103265977,0,1,1,114,2023-07-20,Beauty,Los Angeles,United States,4,79,Male,Treatment,0.4,0.4657295894840241
0.33333333333333337,0.4049822517252384,0.25437706647134795,3,0.4444444444444445,0.3939393939393939,0.1528567434057228,0.48125,0.6762940173185884,1,0.27017747103265977,0,1,1,114,2021-08-26,Kids,Los Angeles,United States,5,79,Male,Control,0.33333333333333337,0.4049822517252384
0.16666666666666666,0.18683507409533742,0.12561831087567837,2,0.8333333333333333,0.7727272727272727,0.0037282132537981294,0.8784722222222222,0.44373082665030983,0,0.27015711165170575,0,1,5,115,2023-12-27,Music,Beijing,China,1,32,Male,Treatment,0.19999999999999998,0.21486033520963801
0.16666666666666666,0.18683507409533742,0.12561831087567837,2,0.8333333333333333,0.7727272727272727,0.0037282132537981294,0.8784722222222222,0.44373082665030983,0,0.27015711165170575,0,1,5,115,2020-07-10,Movies,Beijing,China,5,32,Male,Treatment,0.19999999999999998,0.21486033520963801
0.6666666666666666,0.6915918594829841,0.33133735951930043,3,0.6666666666666667,0.6545454545454544,0.009320533134495268,0.68125,0.6195390960378214,0,0.6096919127618159,0,1,1,116,2022-07-19,Jewelry,Beijing,China,2,38,Male,Control,0.6666666666666666,0.6915918594829841
0.6666666666666666,0.6915918594829841,0.33133735951930043,3,0.6666666666666667,0.6545454545454544,0.009320533134495268,0.68125,0.6195390960378214,0,0.6096919127618159,0,1,1,116,2021-04-14,Health,Beijing,China,4,38,Male,Treatment,0.7999999999999999,0.7953306384054316
0.6666666666666666,0.6915918594829841,0.33133735951930043,3,0.6666666666666667,0.6545454545454544,0.009320533134495268,0.68125,0.6195390960378214,0,0.6096919127618159,0,1,1,116,2023-12-21,Clothing,Beijing,China,2,38,Male,Treatment,0.7999999999999999,0.7953306384054316
0.6666666666666666,0.6915918594829841,0.33133735951930043,3,0.6666666666666667,0.6545454545454544,0.009320533134495268,0.68125,0.6195390960378214,0,0.6096919127618159,0,1,1,116,2021-09-15,Garden,Beijing,China,5,38,Male,Treatment,0.7999999999999999,0.7953306384054316
0.6666666666666666,0.6915918594829841,0.33133735951930043,3,0.6666666666666667,0.6545454545454544,0.009320533134495268,0.68125,0.6195390960378214,0,0.6096919127618159,0,1,1,116,2022-09-09,Garden,Beijing,China,5,38,Male,Treatment,0.7999999999999999,0.7953306384054316
0.5,0.5818262262653598,0.3570051000086094,3,0.5833333333333333,0.5454545454545454,0.14819647683847514,0.4638888888888889,0.7088275691507552,1,0.3559032836408367,0,1,1,117,2021-09-25,Beauty,Toronto,Canada,1,76,Male,Treatment,0.6,0.6691001602051637
0.5,0.5818262262653598,0.3570051000086094,3,0.5833333333333333,0.5454545454545454,0.14819647683847514,0.4638888888888889,0.7088275691507552,1,0.3559032836408367,0,1,1,117,2022-11-19,Books,Toronto,Canada,1,76,Male,Treatment,0.6,0.6691001602051637
0.5,0.5818262262653598,0.3570051000086094,3,0.5833333333333333,0.5454545454545454,0.14819647683847514,0.4638888888888889,0.7088275691507552,1,0.3559032836408367,0,1,1,117,2023-07-25,Games,Toronto,Canada,5,76,Male,Control,0.5,0.5818262262653598
0.5,0.5818262262653598,0.3570051000086094,3,0.5833333333333333,0.5454545454545454,0.14819647683847514,0.4638888888888889,0.7088275691507552,1,0.3559032836408367,0,1,1,117,2022-01-30,Beauty,Toronto,Canada,4,76,Male,Control,0.5,0.5818262262653598
0.16666666666666666,0.2472703033805129,0.19893724957552048,2,1.0,0.9090909090909091,0.4166278311119395,0.46944444444444444,0.6888126523975721,1,0.17738635771616393,0,1,5,118,2020-12-03,Grocery,Johannesburg,South Africa,3,18,Male,Control,0.16666666666666666,0.2472703033805129
0.16666666666666666,0.2472703033805129,0.19893724957552048,2,1.0,0.9090909090909091,0.4166278311119395,0.46944444444444444,0.6888126523975721,1,0.17738635771616393,0,1,5,118,2022-10-10,Baby,Johannesburg,South Africa,1,18,Male,Control,0.16666666666666666,0.2472703033805129
0.9999999999999999,0.9638498185736961,0.35375476085687557,3,0.4761904761904761,0.4545454545454545,0.21716842203374026,0.8493055555555555,0.5785869967821143,1,0.9999999999999999,1,0,0,119,2021-08-06,Toys,Paris,France,4,72,Female,Control,0.9999999999999999,0.9638498185736961
0.9999999999999999,0.9638498185736961,0.35375476085687557,3,0.4761904761904761,0.4545454545454545,0.21716842203374026,0.8493055555555555,0.5785869967821143,1,0.9999999999999999,1,0,0,119,2023-02-01,Kids,Paris,France,3,72,Female,Control,0.9999999999999999,0.9638498185736961
0.9999999999999999,0.9638498185736961,0.35375476085687557,3,0.4761904761904761,0.4545454545454545,0.21716842203374026,0.8493055555555555,0.5785869967821143,1,0.9999999999999999,1,0,0,119,2021-08-10,Books,Paris,France,4,72,Female,Treatment,1.1999999999999997,1.1084272913597504
0.9999999999999999,0.9638498185736961,0.35375476085687557,3,0.4761904761904761,0.4545454545454545,0.21716842203374026,0.8493055555555555,0.5785869967821143,1,0.9999999999999999,1,0,0,119,2020-01-05,Outdoors,Paris,France,1,72,Female,Control,0.9999999999999999,0.9638498185736961
0.9999999999999999,0.9638498185736961,0.35375476085687557,3,0.4761904761904761,0.4545454545454545,0.21716842203374026,0.8493055555555555,0.5785869967821143,1,0.9999999999999999,1,0,0,119,2020-07-20,Baby,Paris,France,4,72,Female,Control,0.9999999999999999,0.9638498185736961
0.9999999999999999,0.9638498185736961,0.35375476085687557,3,0.4761904761904761,0.4545454545454545,0.21716842203374026,0.8493055555555555,0.5785869967821143,1,0.9999999999999999,1,0,0,119,2021-11-07,Home,Paris,France,5,72,Female,Treatment,1.1999999999999997,1.1084272913597504
0.9999999999999999,0.9638498185736961,0.35375476085687557,3,0.4761904761904761,0.4545454545454545,0.21716842203374026,0.8493055555555555,0.5785869967821143,1,0.9999999999999999,1,0,0,119,2023-05-12,Sports,Paris,France,5,72,Female,Control,0.9999999999999999,0.9638498185736961
0.0,0.10562021337438557,0.04532983444586413,1,0.0,0.09090909090909091,0.3038493801845465,0.0,0.8566392495166545,1,0.0,0,1,2,120,2023-02-08,Shoes,Berlin,Germany,5,45,Male,Treatment,0.0,0.1214632453805434
0.5,0.5529695690135572,0.312581052301159,2,0.6666666666666667,0.5909090909090909,0.08388479821045763,0.23541666666666666,0.6503166449109957,1,0.17270958201356457,1,0,3,121,2023-10-02,Automotive,Los Angeles,United States,2,37,Female,Control,0.5,0.5529695690135572
0.5,0.5529695690135572,0.312581052301159,2,0.6666666666666667,0.5909090909090909,0.08388479821045763,0.23541666666666666,0.6503166449109957,1,0.17270958201356457,1,0,3,121,2022-10-28,Tools,Los Angeles,United States,2,37,Female,Treatment,0.6,0.6359150043655908
0.5,0.5529695690135572,0.312581052301159,2,0.6666666666666667,0.5909090909090909,0.08388479821045763,0.23541666666666666,0.6503166449109957,1,0.17270958201356457,1,0,3,121,2023-04-20,Sports,Los Angeles,United States,3,37,Female,Treatment,0.6,0.6359150043655908
0.5,0.5529695690135572,0.312581052301159,2,0.6666666666666667,0.5909090909090909,0.08388479821045763,0.23541666666666666,0.6503166449109957,1,0.17270958201356457,1,0,3,121,2023-06-15,Garden,Los Angeles,United States,2,37,Female,Control,0.5,0.5529695690135572
0.5,0.5995942882601801,0.33036886870571336,3,0.49999999999999994,0.5227272727272727,0.2721595675272625,0.40347222222222223,0.7448548095963313,1,0.3178937142024629,0,1,1,122,2021-08-10,Home,Sydney,Australia,4,70,Male,Control,0.5,0.5995942882601801
0.5,0.5995942882601801,0.33036886870571336,3,0.49999999999999994,0.5227272727272727,0.2721595675272625,0.40347222222222223,0.7448548095963313,1,0.3178937142024629,0,1,1,122,2023-03-14,Electronics,Sydney,Australia,5,70,Male,Treatment,0.6,0.6895334314992071
0.5,0.5995942882601801,0.33036886870571336,3,0.49999999999999994,0.5227272727272727,0.2721595675272625,0.40347222222222223,0.7448548095963313,1,0.3178937142024629,0,1,1,122,2022-08-10,Beauty,Sydney,Australia,5,70,Male,Treatment,0.6,0.6895334314992071
0.5,0.5995942882601801,0.33036886870571336,3,0.49999999999999994,0.5227272727272727,0.2721595675272625,0.40347222222222223,0.7448548095963313,1,0.3178937142024629,0,1,1,122,2022-08-16,Shoes,Sydney,Australia,5,70,Male,Treatment,0.6,0.6895334314992071
0.16666666666666666,0.17374309069716046,0.0812840461995996,2,0.3333333333333333,0.31818181818181823,0.6365924130860285,0.3965277777777778,0.39063915757203727,1,0.11590282096763906,1,0,3,123,2020-07-25,Kids,Sao Paulo,Brazil,2,62,Female,Treatment,0.19999999999999998,0.19980455430173452
0.16666666666666666,0.17374309069716046,0.0812840461995996,2,0.3333333333333333,0.31818181818181823,0.6365924130860285,0.3965277777777778,0.39063915757203727,1,0.11590282096763906,1,0,3,123,2022-02-16,Jewelry,Sao Paulo,Brazil,3,62,Female,Control,0.16666666666666666,0.17374309069716046
0.0,0.09008417433323371,0.09468442200355522,1,0.3333333333333333,0.2727272727272727,0.5713486811445614,0.0,0.7306332474505636,1,0.0,0,1,2,124,2022-04-27,Electronics,Mexico City,Mexico,2,72,Male,Control,0.0,0.09008417433323371
0.33333333333333337,0.34380975633158306,0.20038392437260763,3,0.7777777777777779,0.6969696969696969,0.10438997110634729,0.48333333333333334,0.5109129194179022,1,0.2369376873762833,0,1,1,125,2021-10-14,Health,Sydney,Australia,4,17,Male,Control,0.33333333333333337,0.34380975633158306
0.33333333333333337,0.34380975633158306,0.20038392437260763,3,0.7777777777777779,0.6969696969696969,0.10438997110634729,0.48333333333333334,0.5109129194179022,1,0.2369376873762833,0,1,1,125,2022-07-29,Outdoors,Sydney,Australia,4,17,Male,Treatment,0.4,0.3953812197813205
0.33333333333333337,0.34380975633158306,0.20038392437260763,3,0.7777777777777779,0.6969696969696969,0.10438997110634729,0.48333333333333334,0.5109129194179022,1,0.2369376873762833,0,1,1,125,2023-09-10,Home,Sydney,Australia,2,17,Male,Treatment,0.4,0.3953812197813205
0.5,0.5467224576058712,0.21526203260209528,3,0.6666666666666667,0.6590909090909091,0.06431167862801751,0.8569444444444445,0.6376497493969765,1,0.6224530016917861,1,0,0,126,2023-10-23,Movies,Paris,France,5,17,Female,Control,0.5,0.5467224576058712
0.5,0.5467224576058712,0.21526203260209528,3,0.6666666666666667,0.6590909090909091,0.06431167862801751,0.8569444444444445,0.6376497493969765,1,0.6224530016917861,1,0,0,126,2020-06-06,Shoes,Paris,France,5,17,Female,Control,0.5,0.5467224576058712
0.5,0.5467224576058712,0.21526203260209528,3,0.6666666666666667,0.6590909090909091,0.06431167862801751,0.8569444444444445,0.6376497493969765,1,0.6224530016917861,1,0,0,126,2021-09-18,Garden,Paris,France,5,17,Female,Control,0.5,0.5467224576058712
0.5,0.5467224576058712,0.21526203260209528,3,0.6666666666666667,0.6590909090909091,0.06431167862801751,0.8569444444444445,0.6376497493969765,1,0.6224530016917861,1,0,0,126,2020-08-01,Outdoors,Paris,France,2,17,Female,Control,0.5,0.5467224576058712
0.6666666666666666,0.7539620317176424,0.4449326986869427,4,0.26666666666666666,0.2909090909090909,0.31037375337869316,0.7166666666666667,0.7207105211436134,1,0.6934081638501669,0,1,7,127,2023-02-01,Shoes,Tokyo,Japan,2,72,Male,Treatment,0.7999999999999999,0.8670563364752887
0.6666666666666666,0.7539620317176424,0.4449326986869427,4,0.26666666666666666,0.2909090909090909,0.31037375337869316,0.7166666666666667,0.7207105211436134,1,0.6934081638501669,0,1,7,127,2020-05-23,Home,Tokyo,Japan,1,72,Male,Treatment,0.7999999999999999,0.8670563364752887
0.6666666666666666,0.7539620317176424,0.4449326986869427,4,0.26666666666666666,0.2909090909090909,0.31037375337869316,0.7166666666666667,0.7207105211436134,1,0.6934081638501669,0,1,7,127,2020-04-05,Movies,Tokyo,Japan,5,72,Male,Treatment,0.7999999999999999,0.8670563364752887
0.6666666666666666,0.7539620317176424,0.4449326986869427,4,0.26666666666666666,0.2909090909090909,0.31037375337869316,0.7166666666666667,0.7207105211436134,1,0.6934081638501669,0,1,7,127,2022-07-20,Books,Tokyo,Japan,1,72,Male,Control,0.6666666666666666,0.7539620317176424
0.6666666666666666,0.7539620317176424,0.4449326986869427,4,0.26666666666666666,0.2909090909090909,0.31037375337869316,0.7166666666666667,0.7207105211436134,1,0.6934081638501669,0,1,7,127,2021-03-11,Music,Tokyo,Japan,5,72,Male,Control,0.6666666666666666,0.7539620317176424
0.5,0.5348523713859641,0.3195326439934492,3,0.49999999999999994,0.4545454545454545,0.04287445241867832,0.7194444444444444,0.6135814829490666,1,0.5126394498431847,1,0,0,128,2021-01-13,Jewelry,London,United Kingdom,5,30,Female,Treatment,0.6,0.6150802270938587
0.5,0.5348523713859641,0.3195326439934492,3,0.49999999999999994,0.4545454545454545,0.04287445241867832,0.7194444444444444,0.6135814829490666,1,0.5126394498431847,1,0,0,128,2021-02-04,Industrial,London,United Kingdom,1,30,Female,Treatment,0.6,0.6150802270938587
0.5,0.5348523713859641,0.3195326439934492,3,0.49999999999999994,0.4545454545454545,0.04287445241867832,0.7194444444444444,0.6135814829490666,1,0.5126394498431847,1,0,0,128,2023-11-15,Books,London,United Kingdom,5,30,Female,Treatment,0.6,0.6150802270938587
0.5,0.5348523713859641,0.3195326439934492,3,0.49999999999999994,0.4545454545454545,0.04287445241867832,0.7194444444444444,0.6135814829490666,1,0.5126394498431847,1,0,0,128,2022-10-18,Toys,London,United Kingdom,4,30,Female,Treatment,0.6,0.6150802270938587
0.16666666666666666,0.15153367600075024,0.09246320409675816,2,0.6666666666666667,0.7272727272727273,0.8649454748811631,0.1277777777777778,0.3005737442865205,1,0.03404604072897745,0,1,5,129,2020-12-14,Music,Los Angeles,United States,1,49,Male,Control,0.16666666666666666,0.15153367600075024
0.16666666666666666,0.15153367600075024,0.09246320409675816,2,0.6666666666666667,0.7272727272727273,0.8649454748811631,0.1277777777777778,0.3005737442865205,1,0.03404604072897745,0,1,5,129,2021-06-16,Industrial,Los Angeles,United States,3,49,Male,Treatment,0.19999999999999998,0.17426372740086277
0.9999999999999999,0.9184636926748617,0.5155124308268847,3,0.3333333333333333,0.33766233766233766,0.11743871749464069,0.8923611111111112,0.526000286630023,1,0.9999999999999999,1,0,0,130,2023-05-26,Sports,Los Angeles,United States,5,74,Female,Control,0.9999999999999999,0.9184636926748617
0.9999999999999999,0.9184636926748617,0.5155124308268847,3,0.3333333333333333,0.33766233766233766,0.11743871749464069,0.8923611111111112,0.526000286630023,1,0.9999999999999999,1,0,0,130,2023-04-30,Computers,Los Angeles,United States,4,74,Female,Control,0.9999999999999999,0.9184636926748617
0.9999999999999999,0.9184636926748617,0.5155124308268847,3,0.3333333333333333,0.33766233766233766,0.11743871749464069,0.8923611111111112,0.526000286630023,1,0.9999999999999999,1,0,0,130,2020-02-19,Industrial,Los Angeles,United States,4,74,Female,Control,0.9999999999999999,0.9184636926748617
