Customer_id,Age,Gender,City,Country,Product_id,Product_category,Transaction_id,Transaction_date,Unit_price,Discount_percent,Quantity,Rating
328,69,Male,Tokyo,Japan,1160,Electronics,7d816d04cdd38ee522e7731f29672f05a4b8,4/20/2023,$186.00,19,6,2
942,72,Male,Shanghai,China,1186,Books,d54c8d6e88afd6dfffd44263f3b98481a949,1/3/2020,$24.00,25,3,3
833,29,Male,Mumbai,India,1038,Games,8f72a05a130855d2fdfcd175c58dfe303efc,5/1/2020,$51.00,0,1,5
1643,47,Male,New York,United States,1102,Toys,4541703c35d31093fab3c5933ccb6933f724,8/20/2020,$27.00,4,7,5
2169,28,Female,Dubai,United Arab Emirates,1031,Home,9a3c2ad99e78fb4ddf3e5f43540ffda6fdc8,1/10/2021,$72.00,30,2,5
1705,25,Female,New York,United States,1190,Electronics,e969ec56e500bf49f22f978b4bce580f7451,5/13/2022,$109.00,11,3,1
238,38,Male,Tokyo,Japan,1121,Music,a2d93c6a0625a056c2cada15b83b9ba70e92,10/22/2023,$27.00,19,4,2
2654,32,Male,Delhi,India,1164,Shoes,4419672edea69039b2fb7e24960aa5270481,5/17/2020,$135.00,1,1,4
1492,64,Female,Toronto,Canada,1196,Industrial,4e8cdf9a63e28a5b1506481be07324ae8a8a,6/11/2020,$129.00,13,6,4
1184,40,Female,Sydney,Australia,1155,Computers,2e715eadbdc815ea5c4bc4604f2c5983a110,7/31/2022,$55.00,30,3,1
2949,42,Female,Sao Paulo,Brazil,1185,Baby,2360f39a6754f9100b558309e4269c1a1534,3/23/2020,$42.00,16,5,1
2234,76,Female,Berlin,Germany,1109,Home,5bac8f7b743fcbcbff44ee8b928bf48e3b81,1/3/2020,$169.00,21,6,1
2988,68,Male,Shanghai,China,1114,Baby,f3cb09f14c5efcb8981d64e1967c21db8b1e,11/8/2021,$16.00,24,5,2
1501,61,Male,Los Angeles,United States,1078,Automotive,3050b18c95712571bb0ce2e708e8cfba84e9,7/30/2020,$60.00,11,2,1
2405,59,Female,Mexico City,Mexico,1047,Toys,d14cf08beafa6766286e66bd4399667fe0c5,4/18/2023,$133.00,3,5,1
2933,28,Male,Lagos,Nigeria,1188,Jewelry,7ed47484d469c1b69171fc034cc808ea43b7,12/29/2023,$38.00,6,5,1
2565,79,Female,Sydney,Australia,1169,Movies,5fcb3a040e8b5e8831d928c26ed5592fe2a7,8/15/2023,$136.00,29,3,4
281,50,Female,Johannesburg,South Africa,1124,Jewelry,579b556e072223404e205dec612f21828531,1/18/2021,$157.00,7,6,2
1590,84,Female,New York,United States,1095,Automotive,d99efb118069449506f2a2542d58a387eec9,3/14/2022,$129.00,1,3,1
2455,52,Male,Paris,France,1179,Games,8bef81bc10d3c6673e14f92f87543c03d5af,6/22/2020,$170.00,10,1,5
734,77,Male,Mumbai,India,1082,Clothing,bdfeaaef24c72b75e15fe77c341977d03734,1/7/2021,$83.00,17,7,4
1100,20,Female,Sydney,Australia,1166,Books,022a8334f0c0ae94a883516bf69cf3ef6bc7,4/2/2020,$118.00,12,4,5
599,57,Male,Singapore,Singapore,1092,Industrial,0344c91e56204ab691317318a44af03be739,4/13/2021,$96.00,4,6,3
314,40,Female,Shanghai,China,1102,Clothing,9ee4d39d1192d0ab66a71f7324f590fb85d0,4/11/2021,$27.00,9,3,1
1082,79,Female,Paris,France,1081,Clothing,c898e29111cde33a76e8dfcefbe5497b846a,9/23/2022,$182.00,30,3,1
960,24,Female,Tokyo,Japan,1061,Shoes,9e26d0f7819e4377e321614823b845e38c39,8/19/2023,$151.00,20,7,1
1658,52,Male,Mexico City,Mexico,1005,Tools,d216a78a114ab4f647317fea92f82d0f51d6,3/8/2023,$128.00,5,2,3
1154,28,Female,Melbourne,Australia,1156,Electronics,0fd008708b7793739144e88b83355e2221c6,6/9/2020,$15.00,28,6,4
679,34,Female,Beijing,China,1176,Beauty,c577284e92182186e1d35b64e43edea20888,5/21/2020,$161.00,25,6,4
787,26,Female,London,United Kingdom,1118,Computers,92d85cf16c00ade1b19c92dd86c958cf1691,9/20/2022,$41.00,26,3,3
1382,39,Male,Rio de Janeiro,Brazil,1025,Grocery,eb994a0081ee2ba330f31748a7007c0dd845,9/12/2020,$62.00,27,2,4
116,38,Male,Beijing,China,1107,Jewelry,0009dcf790bd56b5d660878e8fd02482545a,7/19/2022,$130.00,1,5,2
1432,18,Male,Beijing,China,1007,Clothing,a2f19c858a061ac20efacaabcb9c77a076b8,8/24/2021,$99.00,10,3,4
818,81,Male,Sydney,Australia,1064,Movies,579a6bd2957ba4fbd4fec68be63575bc492e,7/22/2023,$76.00,1,5,5
952,90,Male,London,United Kingdom,1030,Clothing,6e0d10d3c2e6a2c3df5f8d7a731edc8a290b,9/4/2022,$95.00,5,2,3
2166,85,Female,Lagos,Nigeria,1092,Grocery,07f861e279e9feb06493802490825337fecb,5/22/2023,$96.00,18,6,2
2988,68,Male,Shanghai,China,1143,Baby,61e2e23423c55bc64f1af00a6880502fd770,1/24/2022,$64.00,8,2,4
2203,30,Male,Melbourne,Australia,1055,Health,2233777e68b3343109725d72a949b024e302,8/23/2020,$191.00,26,3,3
1722,71,Male,Tokyo,Japan,1153,Kids,643cabb907231ec123132e6b4585efeea9a7,7/3/2021,$184.00,28,4,1
1458,78,Male,Rio de Janeiro,Brazil,1182,Baby,c62dcd9b7bb3a2f88409e6f13b17e73a8b28,12/6/2020,$61.00,25,7,1
2708,33,Female,Beijing,China,1075,Home,c37dc57fc24aeec0210fe832223f59eb7302,6/7/2023,$194.00,22,4,3
1765,62,Female,Paris,France,1017,Computers,49478f2f0aa740b7a8f509184bcb0243791f,6/7/2021,$85.00,2,5,4
1025,67,Female,Delhi,India,1111,Games,9022e15c56e32962a0f2e14905d8884130bc,2/14/2021,$126.00,16,3,5
2720,80,Male,Toronto,Canada,1053,Garden,adc08ba52f6b35fe0b272d00c23f49f7ca2b,5/17/2021,$131.00,1,4,2
2824,25,Male,Mexico City,Mexico,1186,Clothing,145eb254db038ca43ba87eb56fcf0eb05582,7/21/2022,$24.00,7,7,2
718,67,Male,Beijing,China,1148,Tools,9d6c9765d4fc94a8ac97e863dff39ff971d0,10/13/2020,$95.00,11,7,2
893,74,Female,Mumbai,India,1163,Jewelry,10a4274beaa29acaf99cb1a5a0c45ef49875,12/18/2022,$150.00,5,6,5
1510,58,Male,Toronto,Canada,1118,Games,5a6e10e8be3d119b4f9e0f87ca57ac8c335e,7/15/2020,$41.00,25,6,2
766,27,Female,Melbourne,Australia,1061,Beauty,a0e19b18857fe3070f0ab9c94eba7be60e13,8/1/2022,$151.00,10,6,5
304,33,Female,Toronto,Canada,1083,Kids,0d52c94c7c98569726db36e809e96c63f986,6/3/2021,$189.00,11,1,3
2303,58,Female,Paris,France,1078,Games,3a563b02c038d07dfbc7ccab7c4f410817f1,5/28/2023,$60.00,14,2,3
818,81,Male,Sydney,Australia,1069,Health,a1cd7b6210371b43b569cd70ff86c419e3ee,4/18/2021,$110.00,20,2,3
1074,81,Male,Mexico City,Mexico,1086,Sports,799030ab043d4b0cdce3c9a2017292ee19c6,9/1/2023,$150.00,24,1,5
2596,19,Female,Delhi,India,1011,Kids,39153c225a039daeeaea55b0f8f512260c18,1/22/2022,$92.00,4,1,4
1718,41,Male,Dubai,United Arab Emirates,1069,Garden,37b2672ed540812d8e596a4a015a709068cd,5/27/2023,$110.00,26,3,3
119,72,Female,Paris,France,1048,Toys,516e318c015dfe1efab8c6c79eb55c94d6b8,8/6/2021,$129.00,25,5,4
2598,30,Male,Sydney,Australia,1159,Books,a3d7e6826a152dcb89fa169db207494d225a,4/27/2022,$23.00,4,4,1
2383,87,Female,Beijing,China,1125,Toys,dea8777f700c41c1ad4a34c66169324e78e5,5/12/2022,$101.00,7,7,5
312,35,Female,Johannesburg,South Africa,1192,Outdoors,1599651b4cea28fc3035d221cdd13108623c,9/24/2020,$23.00,16,3,1
1902,35,Male,Mexico City,Mexico,1116,Tools,4e35dbb8423f6bcbe250d2328fe519bdf456,9/1/2021,$52.00,18,2,4
2639,42,Male,Dubai,United Arab Emirates,1176,Industrial,41737b34211d7fd3dc2260ef7698bb2d258f,12/29/2023,$161.00,0,5,1
123,62,Female,Sao Paulo,Brazil,1067,Kids,ac8d0accc3007d17bea283dd5e9adb336f29,7/25/2020,$95.00,23,1,2
1504,36,Male,Toronto,Canada,1073,Music,cb5eeb96b65e9cfe62ba37846bfde13a5f53,9/22/2020,$140.00,3,4,3
1466,89,Male,Sydney,Australia,1108,Baby,ba6ad361f4dfb1e330a359e98fea1ab2e7b2,12/6/2021,$52.00,22,5,3
323,38,Male,Los Angeles,United States,1006,Movies,beedf6b9fb189feb1cbb44118e15d541076c,3/2/2023,$165.00,5,5,4
1175,22,Female,Mumbai,India,1025,Sports,9be4fe9a2f6ebfa329768f68b8a5ac82314f,7/19/2020,$62.00,12,4,1
2185,58,Male,Rio de Janeiro,Brazil,1076,Automotive,677528798b75f4579ac79d815483b5f40ad3,2/13/2022,$64.00,4,4,5
2912,39,Male,Melbourne,Australia,1135,Movies,7c5ea8c05bab420c55a66a69a4e592a76088,5/20/2022,$45.00,10,1,2
2060,46,Male,New York,United States,1033,Tools,c3eb89f5f19fe5067a2460c3889272d06bd1,3/25/2021,$63.00,6,4,2
1148,25,Male,Paris,France,1161,Electronics,0a81ec578a2c5989cc1428fe3892daec317d,1/30/2023,$30.00,14,3,4
1960,27,Female,Dubai,United Arab Emirates,1195,Shoes,b934eb46749fdd16e4209f32e0b978c1e648,6/11/2020,$32.00,28,7,5
495,71,Male,Singapore,Singapore,1198,Toys,3c611e9eff862843f4d9fc588e0dd659a379,3/6/2021,$165.00,13,4,4
1024,21,Female,Mumbai,India,1062,Beauty,ed0394313a82e9bab20232c6e865bfc860b4,8/21/2023,$66.00,25,2,5
2815,53,Female,Berlin,Germany,1148,Home,533bfc48739fe96f2f61aa3377e90d100f5e,3/12/2020,$95.00,8,7,4
117,76,Male,Toronto,Canada,1148,Beauty,463d2c80c9f85636ae2e46c75b30bac25e9a,9/25/2021,$95.00,12,6,1
1741,79,Male,Singapore,Singapore,1169,Beauty,093d9cc11d0f986fcad64324c3f508ac6a2a,9/29/2021,$136.00,17,4,1
1148,25,Male,Paris,France,1028,Kids,df88080cb4b6e2eec2f14cebb5d8efccd81a,12/30/2020,$196.00,10,6,5
1507,31,Male,Paris,France,1096,Beauty,59483c5b642354f26ab141e4efdd80e87912,9/10/2021,$180.00,20,2,4
164,90,Male,Berlin,Germany,1119,Industrial,58a002f4fb6d091766c9de88de6d4f559b82,10/10/2023,$117.00,8,3,1
1017,17,Male,Singapore,Singapore,1119,Baby,30e7d0ac1ee5296d9535cacec7d6ad8f864a,6/17/2022,$117.00,18,5,4
835,33,Female,Mumbai,India,1186,Home,cdf414a4ac77b7b95eb7b434fdfde336a2fd,1/20/2022,$24.00,29,3,4
445,82,Male,Rio de Janeiro,Brazil,1141,Tools,7cbb1ea79586b75aa51f04a3128f7534f997,10/13/2020,$162.00,27,2,4
129,49,Male,Los Angeles,United States,1121,Music,90f2fe1d507547265612b5b3c548bce514f7,12/14/2020,$27.00,12,1,1
